Symbol,Date,Open,High,Low,Close,Volume,QualityFlag,SourceURL
UDOW,2016-07-26,9.5488,9.6,9.3975,9.5262,1835944,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-07-27,9.6225,9.6374,9.46,9.5288,2372560,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-07-28,9.5113,9.54,9.3651,9.5013,1307768,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-07-29,9.4187,9.5125,9.3688,9.4637,1706880,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-01,9.4913,9.515,9.345,9.4187,1571040,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-02,9.3875,9.415,9.1788,9.2825,2502696,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-03,9.2813,9.345,9.2401,9.335,1364960,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-04,9.3775,9.415,9.3063,9.35,1421104,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-05,9.49,9.63,9.49,9.6163,1969880,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-08,9.6775,9.6962,9.5894,9.6325,1827168,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-09,9.6725,9.7175,9.595,9.635,1630368,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-10,9.625,9.7025,9.56,9.6025,1437880,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-11,9.6875,9.825,9.6775,9.785,1527632,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-12,9.7475,9.775,9.6625,9.7225,1970496,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-15,9.8012,9.8737,9.7942,9.8179,885112,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-16,9.7487,9.7912,9.6913,9.695,1554280,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
UDOW,2016-08-17,9.6875,9.77,9.5938,9.7513,1451224,,https://api.nasdaq.com/api/quote/UDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
