Symbol,Date,Open,High,Low,Close,Volume,QualityFlag,SourceURL
SDOW,2016-07-26,3397.12,3440.512,3367.68,3394.56,4297,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-07-27,3358.72,3417.6,3353.6,3389.44,7699,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-07-28,3412.48,3450.88,3386.88,3402.24,3386,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-07-29,3432.96,3448.32,3394.56,3415.04,3322,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-01,3415.04,3458.56,3395.84,3430.4,5139,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-02,3430.4,3520,3430.4,3484.16,5404,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-03,3489.28,3496.96,3456,3459.84,4471,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-04,3448.32,3471.36,3430.016,3456,3770,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-05,3392,3402.24,3351.04,3353.6,6768,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-08,3338.24,3364.9408,3325.44,3349.76,4484,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-09,3345.92,3361.28,3320.32,3348.48,3322,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-10,3348.48,3374.08,3325.44,3361.28,3282,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-11,3322.88,3333.12,3279.36,3294.72,6414,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-12,3307.52,3335.68,3297.28,3315.2,3565,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-15,3297.28,3297.28,3264,3281.92,4350,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-16,3307.52,3325.44,3292.16,3325.44,2878,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-17,3328,3360,3297.28,3307.52,5285,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-18,3312.64,3325.44,3287.0656,3289.6,1913,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-19,3320.32,3343.36,3294.72,3312.64,3813,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-22,3338.24,3358.72,3299.84,3325.44,3944,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-23,3292.16,3315.2,3266.56,3315.2,4407,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
SDOW,2016-08-24,3330.56,3366.4,3317.7856,3347.584,4354,,https://api.nasdaq.com/api/quote/SDOW/historical?assetclass=etf&fromdate=2016-07-26&todate=2026-07-26&limit=5000
